id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,th_question,th_opa,th_opb,th_opc,th_opd,th_exp
08255d75-8015-4389-b7ce-7621634c98d2,What change will be seen in vertebral column in ochronosis-,Calcification of disc,Bamboo spine,Increased disc space,,0,multi,"Ans. is 'a' i.e., Calcification of discAlkaptonuria# It is due to deficiency of homogentisate oxidase. As a result homogentisic acid (homogentisate) is excreted execessively in urine, There are three important characteristic features in alkaptonuria-Urine becomes dark after being exposed to air. It is due spontaneous oxidation of homogentisate into benzoquinone acetate, which polvmerse to form black-brown pigment alkapton which imparts a characteristic black-brown colour to urine.Alkapton deposition occurs in sclera, ear, nose, cheeks and intervertebral disc space. A condition called ochronosis. There may be calcification of intervertebral discs.Onchronosis arthritis affecting shoulder, hips, knee.# Benedict's test is strongly positive in urine and so is the ferric chloride (FeClyl test. Benedict's reagent gives a greenish brown precipitate with brownish black supematent. Feh ling's reagent (FeClj gives blue green colour.",Orthopaedics,Anatomy of Bone & Fracture Healing,การเปลี่ยนแปลงใดที่จะเห็นได้ในคอลัมน์กระดูกสันหลังใน ochronosis-,การกลายเป็นปูนของแผ่นดิสก์,กระดูกสันหลัง,เพิ่มพื้นที่แผ่นดิสก์,,ตอบคือ 'a' เช่นการกลายเป็นปูนของ discalkaptonuria# เป็นเพราะการขาด homogentisate oxidaseเป็นผลให้กรด homogentisic (homogentisate) ถูกขับออกมาอย่างละเอียดในปัสสาวะมีคุณสมบัติที่สำคัญสามประการใน alkaptonuria-urine กลายเป็นความมืดหลังจากสัมผัสกับอากาศมันเป็นเพราะออกซิเดชันที่เกิดขึ้นเองของ homogentisate ใน benzoquinone acetate ซึ่ง polvmerse เพื่อสร้างเม็ดสีน้ำตาลดำ alkapton ซึ่งให้สีน้ำตาลดำที่มีลักษณะเป็นสีน้ำตาลดำไปยังปัสสาวะเงื่อนไขที่เรียกว่า ochronosisอาจมีการกลายเป็นปูนของแผ่นดิสก์ intervertebral onchronosis โรคข้ออักเสบที่มีผลต่อไหล่สะโพกหัวเข่า# การทดสอบของเบเนดิกต์เป็นบวกอย่างมากในปัสสาวะและเช่นกันคือเฟอร์ริกคลอไรด์ (การทดสอบ feclyl รีเอเจนต์ของเบเนดิกต์
476a3ecd-7c42-4c85-9982-1ce80c95ab82,Pearsonian measure of skewness -,Mode - Mean/ SD,Mean - Mode/ SD,SD/Mode - mean,Mean - Mode/ SD,1,single,"Ans. is b' i.e., Mean-Mode Measures of Skewness o There are following measures of skewness 1. Karl pearson's measure The formula for measuring skewness is divided into a) absolute measure Skewness = Mean - Mode b) relative measure The relative measure is known as the Coefficient of Skewness and is more frequently used than the absolute measure of skewness. Fuher, when a comparison between two or more distributions is involved, it is the relative measure of Skewness which is used.",Social & Preventive Medicine,,Pearsonian วัดความเบ้ -,โหมด - ค่าเฉลี่ย/ sd,ค่าเฉลี่ย - โหมด/ SD,SD/MODE - ค่าเฉลี่ย,ค่าเฉลี่ย - โหมด/ SD,ตอบคือ B 'เช่นการวัดโหมดเฉลี่ยของความเบ้ o มีมาตรการดังต่อไปนี้ความเบ้ 1. การวัดของ Karl Pearson สูตรสำหรับการวัดความเบ้แบ่งออกเป็น A) การวัดแบบสัมบูรณ์ความเบ้ = ค่าเฉลี่ย - โหมด B) การวัดสัมพัทธ์Fuher เมื่อมีการเปรียบเทียบระหว่างการแจกแจงสองครั้งขึ้นไปมันเป็นมาตรการสัมพัทธ์ของความเบ้ซึ่งใช้
509f300d-f354-48fb-a2c9-fb1a55cb8e00,Following are the causes of sudden loss of vision except ?,Angle closure glaucoma,Endophthalmitis,Central serous retinopathy,Corneal ulceration,3,multi,"Ans. is 'd' i.e., Corneal ulceration",Ophthalmology,,ต่อไปนี้เป็นสาเหตุของการสูญเสียการมองเห็นอย่างกะทันหันยกเว้น?,โรคต้อหิน,endophthalmitis,เซรุ่มเซรุ่ม,แผลที่กระจกตา,ตอบคือ 'D' เช่นแผลที่กระจกตา
cb8dbb33-9f74-4e01-8ac3-fe295178d2a1,All of the following are features of Lymph node histology except,Subcapsular sinus present,Both Efferent and Afferent are present,Coex and Medulla are present,Red pulp and White pulp are present,3,multi,"Red pulp and White pulp are present in spleenHistologically, a lymph node is subdivided into three regions: coex, paracoex, and medulla. All three regions have a rich supply of sinusoids, enlarged endothelially lined spaces through which lymph percolates.The afferent lymph vessels pierce the capsule on the convex surface of the node and empty their lymph into the subcapsular sinus. This sinus is continuous with the coical sinuses and delivers the lymph into the medullary sinuses, eventually to enter the efferent lymphatic vessels.Reference: Krishna Garg Histology; 5th edition; Page no: 92",Anatomy,General anatomy,ทั้งหมดต่อไปนี้เป็นคุณสมบัติของเนื้อเยื่อวิทยาของต่อมน้ำเหลืองยกเว้น,ไซนัส subcapsular ปัจจุบัน,มีทั้ง efferent และ afferent อยู่,Coex และ Medulla มีอยู่,มีเยื่อกระดาษสีแดงและเยื่อกระดาษสีขาว,"เยื่อกระดาษสีแดงและเยื่อกระดาษสีขาวมีอยู่ในม้ามเนื้อที่ต่อมน้ำเหลืองจะถูกแบ่งออกเป็นสามภูมิภาค: Coex, Paracoex และ Medullaทั้งสามภูมิภาคมีปริมาณไซนัสที่อุดมไปด้วยช่องว่างที่มีการขยายตัวของ endothelially ผ่านน้ำเหลือง percolates เรือต่อมน้ำเหลืองที่มีอวัยวะเจาะเจาะแคปซูลบนพื้นผิวนูนของโหนดไซนัสนี้ต่อเนื่องกับไซนัสแบบร่วมและส่งน้ำเหลืองไปยังไซนัสไขกระดูกในที่สุดก็เข้าสู่หลอดเลือดน้ำเหลืองที่ส่งออกมาอ้างอิง: Krishna Garg Histology;รุ่นที่ 5;หน้าหมายเลข: 92"
21ab1846-bbea-4bca-bd03-8933fa61ea5d,"During Sx for meningioma, the left paracentral lobule was injured. It would lead to paresis of",Rt. Leg and perineus,Left face,Right face,Right shoulder & trunk,0,single,"Ans. is 'a' i.e Rt. Leg and perineum Paracentral lobule:On the medial surface of cerebral hemisphere, the U shaped gyrus around the end of the central sulcus is the paracentral lobule.Motor cortex is located in the precentral gyrus on the superolateral surface of the hemisphere and in the anterior part of the paracentral lobule.Stimulation in this area results in movements in the opposite half of the body.The body is represented upside down in this area.A look at the motor homunculus in Ganong will show that the leg and perineum are represented in the paracentral lobule.",Anatomy,Cerebrum,ในช่วง SX สำหรับ meningioma lobule paracentral ซ้ายได้รับบาดเจ็บมันจะนำไปสู่อัมพาตของ,ขวา.ขาและ perineum,หน้าซ้าย,หน้าขวา,ไหล่ขวาและลำตัว,"ตอบคือ 'a' i.e rtขาและ perineum paracentral lobule: บนพื้นผิวที่อยู่ตรงกลางของซีกสมอง, gyrus รูป U รอบ ๆ ปลายของซัลคัสกลางคือ lobule paracentral lobule เยื่อหุ้มสมองอยู่ตรงข้ามกับการเคลื่อนไหวของพื้นผิวซากศพอยู่ในพื้นที่ร่างกายร่างกายจะกลับหัวกลับหางในบริเวณนี้ดูที่มอเตอร์ homunculus ใน Ganong จะแสดงให้เห็นว่าขาและ perineum แสดงอยู่ใน lobule paracentral"
af3f9375-99f2-4495-8e66-c875d70c9612,Which of the following bacterial meningitis is associated with sudural effusion?,H. influenza,Neisseria meningitits,Streptococcus pneumonia,Enterococcus,0,single,"Chronic Subdural Empyema It may be primary infection of subdural space from sinusitis focus causing suppuration and pus formation. It can be complication of the chronic subdural haematoma. It is due to secondary bacterial infection of collected clot/fluid. Infection is from sinusitis scalp (common)/through earlier trauma wound/haematogenous. Commonly Gram positive organisms cause empyema like streptococci (viridans/milleri) but other virulent organisms like Gram negative bacteria (H.influenzae) occasionally can cause. There is coical venous thrombophlebitis and coical infarction. Headache, fever, meningism and convulsions are the features. MRI is ideal than CT to diagnose. Treatment: Antibiotics, craniotomy and drainage; anticonvulsants, ICU care, proper monitoring, regular follow up. Condition has got 10% moality. Ref: SRB's Manual of Surgery 5th edition Pgno : 1097",Surgery,Trauma,เยื่อหุ้มสมองอักเสบจากแบคทีเรียใดต่อไปนี้เกี่ยวข้องกับการไหลของ sudural?,H. ไข้หวัดใหญ่,Neisseria meningitidis,โรคปอดบวม Streptococcus,enterococcus,"empyema subdural เรื้อรังมันอาจเป็นการติดเชื้อหลักของพื้นที่ subdural จากการโฟกัสไซนัสอักเสบทำให้เกิดการยับยั้งและการก่อตัวของหนองมันอาจเป็นภาวะแทรกซ้อนของเลือดปนเปื้อนเรื้อรังมันเป็นเพราะการติดเชื้อแบคทีเรียรองของก้อน/ของเหลวที่รวบรวมได้การติดเชื้อมาจากหนังศีรษะไซนัสอักเสบ (ทั่วไป)/ผ่านแผลบาดเจ็บก่อนหน้านี้/haematogenousสิ่งมีชีวิตในเชิงบวกของแกรมทั่วไปทำให้เกิด empyema เช่น Streptococci (viridans/milleri) แต่สิ่งมีชีวิตที่รุนแรงอื่น ๆ เช่นแบคทีเรียลบแกรม (H.influenzae) บางครั้งอาจทำให้เกิดมี thrombophlebitis venous coical และกล้ามเนื้อประสานปวดศีรษะไข้เยื่อหุ้มสมองและชักเป็นคุณสมบัติMRI เหมาะกว่า CT ในการวินิจฉัยการรักษา: ยาปฏิชีวนะการผ่าตัดเปิดกะโหลกศีรษะและการระบายน้ำ;Anticonvulsants, การดูแล ICU, การตรวจสอบที่เหมาะสม, การติดตามอย่างสม่ำเสมอเงื่อนไขมี 10% moalityREF: คู่มือการผ่าตัดของ SRB ฉบับที่ 5 PGNO: 1097"
af913acc-4ca3-4266-a199-86b667524325,"All of the following statements are true regarding hyperophy, except:",Occurs due to synthesis and assembly of additional intracellular components.,There is an increase in the size of the cells.,Cells capable of division respond to stress by hyperophy and hyperplasia.,There is an increase in the number of cells.,3,multi,"The increased size of the cells is due to the synthesis and assembly of additional intracellular structural components. Hyperophy refers to an increase in the size of cells, which results in an increase in the size of the affected organ. Cells capable of division may respond to stress by undergoing both hyperplasia and hyperophy. The hyperophied organ has no new cells, just larger cells.",Pathology,Reversible Cell Injury,ข้อความต่อไปนี้ทั้งหมดเป็นจริงเกี่ยวกับยั่วยวนยกเว้น:,เกิดขึ้นเนื่องจากการสังเคราะห์และการชุมนุมของส่วนประกอบภายในเซลล์เพิ่มเติม,มีการเพิ่มขนาดของเซลล์,เซลล์ที่มีความสามารถในการหารตอบสนองต่อความเครียดโดยยั่วยวนและ hyperplasia,มีจำนวนเซลล์เพิ่มขึ้น,ขนาดที่เพิ่มขึ้นของเซลล์เกิดจากการสังเคราะห์และการประกอบของส่วนประกอบโครงสร้างภายในเซลล์เพิ่มเติมยั่วยวนหมายถึงการเพิ่มขนาดของเซลล์ซึ่งส่งผลให้ขนาดของอวัยวะที่ได้รับผลกระทบเพิ่มขึ้นเซลล์ที่มีความสามารถในการแบ่งอาจตอบสนองต่อความเครียดโดยการผ่านทั้ง hyperplasia และยั่วยวนอวัยวะที่ยิ่งใหญ่กว่าไม่มีเซลล์ใหม่เพียงเซลล์ที่มีขนาดใหญ่กว่า
90c75fdd-c6c6-4320-8411-9a5a750b5c5d,Glucose sympo occurs with:,Na+,Ca++,K+,Cl-,0,single,A i.e. Na+,Physiology,,กลูโคส sympo เกิดขึ้นกับ:,Na+,Ca ++,K+,cl-,เช่น Na+
b801715b-75b9-41bd-8f3c-828469d01266,In chronic alcoholism the rate limiting component for alcohol metabolism excluding enzymes is/are : (PGI Dec 2008),NADP,NAD+,NADPH,FADH,1,single,"Ans : B (NAD+) & C (NADPH) In chronic alcoholism rate limiting component for alcohol metabolism is NAD* & NADPHOxidation of ethanol by alcohol dehydrogenaseQ & NADQ leads to excess production of NADHSome metabolism of ethanol takes place via a cytochrome P450 dependent microsomal ethanol oxidising systme (MEOS) Q involving NADPH & O2:, This system increase in activity in chronic alcoholism & may account for the increased metabolic clearnce in this condition.Ethanol + NADPH + H+ O2 MEOS Acetaldehyde",Biochemistry,Biosynthesis of Fatty Acids and Eicosanoids,ในโรคพิษสุราเรื้อรังเรื้อรังองค์ประกอบการ จำกัด อัตราสำหรับการเผาผลาญแอลกอฮอล์ที่ไม่รวมเอนไซม์คือ/คือ: (PGI Dec 2008),NADP,NAD+,NADPH,ฟัด,"ANS: B (NAD+) & C (NADPH) ในอัตราการเกิดโรคพิษสุราเรื้อรังเรื้อรัง จำกัด สำหรับการเผาผลาญแอลกอฮอล์คือ NAD* & nadphoxidation ของเอทานอลโดยแอลกอฮอล์ dehydrogenaseq & NADQ นำไปสู่การเผาผลาญ NADHSome ของเอทานอลO2:, ระบบนี้เพิ่มขึ้นในกิจกรรมในโรคพิษสุราเรื้อรังเรื้อรังและอาจอธิบายถึงการเผาผลาญที่เพิ่มขึ้นในสภาพนี้เอทานอล + NADPH + H + O2 MEOS ACETALDEHYDE"
12b668e8-af03-47d7-bc80-41dec978da4d,Minimum level of iodine iodized salt reaching the consumer level according to iodine programme should be:-,5 ppm,30 ppm,15 ppm,20 ppm,2,single,"National Iodine deficiency disorder programme , 1992: - National goitre control programme, 1962 is conveed to NIDDCP, 1992 - Impact indicators: Major indicator - Urinary iodine excretion levels ( generally measured in pregnant women over 24hrs) Others - Neonatal hypothyroidism , Goitre - Level of salt iodinisation: 30 ppm at production level 15 ppm at consumer level - Two-in-one salt: 40mcg iodine + 1mg iron/gm of salt MBI kits- Field Test Kits that allow Iodised salt manufacturers, quality controllers, health inspectors, social workers, NGO activists and even school children to assess the amount of iodine in iodised salt.",Social & Preventive Medicine,Other NHPs,ระดับต่ำสุดของเกลือไอโอดีนไอโอดีนถึงระดับผู้บริโภคตามโปรแกรมไอโอดีนควรเป็น:-,5 ppm,30 ppm,15 ppm,20 ppm,"โครงการความผิดปกติของการขาดไอโอดีนแห่งชาติ, 1992: - โครงการควบคุม Goitre แห่งชาติ, 1962 ถูกถ่ายทอดไปยัง NIDDCP, 1992 - ตัวบ่งชี้ผลกระทบ: ตัวบ่งชี้สำคัญ - ระดับการขับถ่ายไอโอดีนในปัสสาวะ (โดยทั่วไปวัดในหญิงตั้งครรภ์มากกว่า 24 ชั่วโมง40MCG ไอโอดีน + เหล็ก 1 มก./จีเอ็มของชุด MBI เกลือ- ชุดทดสอบภาคสนามที่อนุญาตให้ผู้ผลิตเกลือไอโอดีน, ผู้ควบคุมคุณภาพ, ผู้ตรวจสุขภาพ, นักสังคมสงเคราะห์, นักกิจกรรมองค์กรพัฒนาเอกชนและแม้แต่เด็กนักเรียนเพื่อประเมินปริมาณไอโอดีนในเกลือไอโอดีน"
8a72ed74-b546-481b-bf0c-0c812ce2f3df,True statement regarding specific death rates,Specific for age and sex,"Identify particular group or groups ""at risk"" for preventive action",Find out cause or disease specific,All of the above,3,multi,"(A1I of the above) (54- Park 20th)Specific death rates - may be (a) cause or disease specific e.g. TB, cancer, accidents (b) Related to specific groups e.g. age specific, sex specific, age and sex specific etc.* Rates can also be made specific for many others variables such as income, religion, race, housing etc.* Specific death rates can help us to identify particular groups or groups ""at risk"" for preventive action. They permit comparisons between different causes within the same populations* Specific death rates are obtained mainly in countries in which a satisfactory civil registration system operates and in which a high proportion of death is certified medically.",Social & Preventive Medicine,Concept of Health and Disease,คำแถลงที่แท้จริงเกี่ยวกับอัตราการตายที่เฉพาะเจาะจง,เฉพาะสำหรับอายุและเพศ,"ระบุกลุ่มหรือกลุ่ม ""ที่มีความเสี่ยง"" สำหรับการดำเนินการป้องกัน",ค้นหาสาเหตุหรือโรคเฉพาะ,ทั้งหมดข้างต้น,"(A1i จากข้างต้น) (54- Park 20th) อัตราการตายเฉพาะ - อาจเป็น (a) สาเหตุหรือโรคเฉพาะเช่นวัณโรค, มะเร็ง, อุบัติเหตุ (b) ที่เกี่ยวข้องกับกลุ่มเฉพาะเช่นอายุที่เฉพาะเจาะจงเพศเฉพาะอายุและเพศเฉพาะ ฯลฯ* อัตราสามารถทำได้เฉพาะสำหรับตัวแปรอื่น ๆ อีกมากมายเช่นรายได้ศาสนาเชื้อชาติที่อยู่อาศัย ฯลฯ* อัตราการตายที่เฉพาะเจาะจงสามารถช่วยเราในการระบุกลุ่มหรือกลุ่ม ""ที่มีความเสี่ยง"" สำหรับการดำเนินการป้องกันพวกเขาอนุญาตให้มีการเปรียบเทียบระหว่างสาเหตุที่แตกต่างกันภายในประชากรเดียวกัน* อัตราการตายที่เฉพาะเจาะจงนั้นได้รับส่วนใหญ่ในประเทศที่ระบบการลงทะเบียนพลเรือนที่น่าพอใจดำเนินการและมีสัดส่วนการเสียชีวิตสูงได้รับการรับรองทางการแพทย์"
6d21ae16-b1b7-42d3-ba62-7e310d8b0198,Pre-exposure prophylaxis for rabies is given on days,"0, 3, 7, 14, 28, 90","0, 3, 7, 28, 90","0, 3","0, 7, 28",3,single,"New recommended regimen/Schedule (New guidelines( Type of prophylaxis Regimen Post exposure Intramuscular Essen Regimen (1-1-1-1-1) Day 0,3,7,14,28 Post exposure intradermal Updated Thai Red Cross Regimen (2-2-2-0-2) Day 0,3,7,28 Post exposure in vaccinated individuals Day 0,3 Pre-exposure prophylaxis Day 0,7,21/28 Minimum potency: 2.5 IU per IM dose Zagreb regimen of rabies Vaccine (Intramuscular Post-exposure) : 1. 4-dose abbreted multisite regimen 2-0-1-0-1 (2 doses on Day 0,1 dose on Day 7, 1 dose on day 21 Ref: Park 25th edition Pgno : 297-298",Social & Preventive Medicine,Communicable diseases,การป้องกันโรคล่วงหน้าสำหรับโรคพิษสุนัขบ้าจะได้รับในวัน,"0, 3, 7, 14, 28, 90","0, 3, 7, 28, 90","0, 3","0, 7, 28","ใหม่ที่แนะนำ/กำหนดการ (แนวทางใหม่ (ประเภทของการป้องกันโรคการโพสต์โพสต์การเปิดรับสารเอสเซนเข้ากล้ามเนื้อ (1-1-1-1-1) วัน 0,3,7,14,28 โพสต์การเปิดรับแสง intradermal updated red regimen (2-2-2-0-2) วันที่ 0,3,7,28 โพสต์ความแรงขั้นต่ำ: 2.5 IU ต่อปริมาณยาซาเกร็บของวัคซีนป้องกันโรคพิษสุนัขบ้า (การติดเชื้อโพสต์เข้ากล้ามเนื้อ): 1. 4 ขนาดตัวย่อหลายระบบ 2-0-1-0-1 (2 ปริมาณในวันที่ 0,1 ปริมาณในวันที่ 7, 1 วันที่ 21"
bf09d252-e987-480b-9a17-fe566ad398b9,"Regarding Sjogren's syndrome, all are true except: September 2010",Keratoconjuctivitis sicca,Rheumatoid ahritis,Epiphora,Autoimmune in nature,2,multi,"Ans. C: Epiphora SjOgren's syndrome (also known as ""Mikulicz disease"" and ""Sicca syndrome"", is a systemic autoimmune disease in which immune cells attack and destroy the exocrine glands that produce tears and saliva SjOgren's syndrome can exist as a disorder in its own right (Primary Sjogren's syndrome) or it may develop years after the onset of an associated rheumatic disorder such as rheumatoid ahritis, systemic lupus erythematosus, scleroderma, primary biliary cirrhosis etc. (Secondary SjOgren's syndrome)",Ophthalmology,,เกี่ยวกับกลุ่มอาการของ Sjogren ทั้งหมดเป็นจริงยกเว้น: กันยายน 2010,Keratoconjunctivitis sicca,โรคไขข้ออักเสบ,Epiphora,แพ้ภูมิตัวเองในธรรมชาติ,"ตอบC: กลุ่มอาการของ Epiphora Sjogren (หรือที่รู้จักกันในชื่อ ""โรค Mikulicz"" และ ""Sicca syndrome"" เป็นโรค autoimmune ที่เป็นระบบซึ่งเซลล์ภูมิคุ้มกันโจมตีและทำลายต่อม exocrineRheumatoid ahritis, lupus erythematosus, scleroderma, โรคตับแข็งทางเดินน้ำดีปฐมภูมิ ฯลฯ (กลุ่มอาการทุติยภูมิของ Sjogren)"
a79732e1-a0c9-4e81-bce6-fbcacaaab4e7,Best indicator of antemoum drowning is :,Froth in mouth and nostrils,Cutis anserina,Washerman's hand,Water in nose,0,single,A i.e. Fine froth in mouth & nostril,Forensic Medicine,,ตัวบ่งชี้ที่ดีที่สุดของ Antemortem Drowning คือ:,ฟองในปากและรูจมูก,Cutis anserina,มือของ Washerman,น้ำในจมูก,เช่นฟองละเอียดในปากและรูจมูก
432ce240-2b6c-47aa-afd7-18bd49806239,Splenomegaly may be a feature of: March 2013,Megaloblastic anemia,Sickle cell anemia,Thalassemia,G6PD deficiency,1,single,"Ans. B i.e. Sickle cell anemia Splenomegaly Splenomegaly refers strictly to spleen enlargement, and is distinct from hyperspineism , which connotes overactive function by a spleen of any size. Splenomegaly and hypersplenism should not be confused. Each may be found separately, or they may coexist. Clinically if a spleen is palpable, it means it is enlarged as it has to undergo enlargement by at least two folds to become palpable. However, the tip of the spleen may be palpable in a newborn baby up to 3 months of age Early sickle cell anemia may present with splenomegaly",Pathology,,Splenomegaly อาจเป็นคุณสมบัติของ: มีนาคม 2013,โรคโลหิตจาง megaloblastic,โรคโลหิตจางเซลล์เคียว,ธาลัสซีเมีย,การขาด G6PD,ตอบB I.E. โรคโลหิตจางเซลล์เคียวม้ามโตม้ามโตหมายถึงการขยายม้ามอย่างเคร่งครัดและแตกต่างจาก hyperspineism ซึ่งหมายถึงการทำงานที่โอ้อวดโดยม้ามทุกขนาดSplenomegaly และ Hypersplenism ไม่ควรสับสนแต่ละคนอาจพบแยกกันหรืออาจอยู่ร่วมกันในทางคลินิกถ้าม้ามมีความชัดเจนหมายความว่ามันจะขยายใหญ่ขึ้นเนื่องจากต้องได้รับการขยายตัวอย่างน้อยสองเท่าเพื่อให้ชัดเจนอย่างไรก็ตามปลายม้ามอาจเห็นได้ชัดในทารกแรกเกิดอายุไม่เกิน 3 เดือน
e6c29c8b-af47-4dd6-8154-663358bed3b8,Gp2b3A inhibitors are all except -,Abciximab,Eptifibatide,Tirofiban,Prasugrel,3,multi,"Ans. is 'd' i.e., Prasugrel Glycoproteins lIb / IIIa inhibitorso The platelet glycoprotein mediates platelet aggregation via binding of adhesive proteins such as fibrinogen and Von Willebrand factor.o GP lib / Ilia inhibitors, inhibit platelet aggregation by blocking GPIIb / IlIa.o They are more complete inhibitors than either aspirin or clopidogrel / ticlopidinejj because they inhibit final pathway in platelet aggregation (whether it is mediated by ADP or TXA2), while aspirin blocks only TXA2 pathway and clopidogrel blocks only ADP pathway,o Drugs are -o In addition to inhibiting Gp lib / Ilia receptor, abciximab also inhibits ay(33 receptor (which binds vitronectin) and amb2 (a leukocyte integerin). This action is responsible for anti-inflammatory and antiproliferative properties of abciximab.",Pharmacology,Antiplatelets and Fibrinolytics,สารยับยั้ง GP2B3A ทั้งหมดยกเว้น -,abciximab,eptifibatide,Tirofiban,Prasugrel,ตอบคือ 'd' เช่น prasugrel glycoproteins lib / iiia inhibitorso เกล็ดเลือด glycoprotein ไกล่เกลี่ยการรวมตัวของเกล็ดเลือดผ่านการจับของโปรตีนกาวเช่น fibrinogen และ von willebrand factorแอสไพรินหรือ clopidogrel / ticlopidinejj เพราะพวกมันยับยั้งเส้นทางสุดท้ายในการรวมตัวของเกล็ดเลือด (ไม่ว่าจะเป็นสื่อกลางโดย ADP หรือ TXA2) ในขณะที่แอสไพรินบล็อกเพียงเส้นทาง TxA2(ซึ่งผูก vitronectin) และ AMB2 (เม็ดเลือดขาวจำนวนเต็ม)
c08137c8-34c0-4f03-9b07-227dfeb8ec8e,"All of the following could include the mechanism or function of oxigenases, EXCEPT:",Incorporate 2 atoms of oxygen,Incorporate 1 atom of oxygen,Required for hydroxylation of steroids,Required for carboxylation of drugs,3,multi,"Carboxylation is a function of carboxylase enzymes which belong to the class of 'Ligases'. It is not a function of oxygenase enzymes. Monoxygenases incorporate one atom of oxygen and play an impoant role in hydroxylation of steroids. Dioxygenases incorporate 2 atoms of oxygen into the substrate. Ref: Harper's Illustrated Biochemistry 27th Edition, Page 96, 97; Enzyme Assays: High-Throughput Screening, Genetic Selection and Fingerprinting edited by Jean-Louis Reymond, 2006, Page 85.",Biochemistry,,ทั้งหมดต่อไปนี้อาจรวมถึงกลไกหรือหน้าที่ของ oxigenases ยกเว้น:,รวมออกซิเจน 2 อะตอม,รวม 1 อะตอมของออกซิเจน,จำเป็นสำหรับไฮดรอกซิเลชั่นของสเตียรอยด์,จำเป็นสำหรับ carboxylation ของยาเสพติด,"carboxylation เป็นฟังก์ชั่นของเอนไซม์ carboxylase ซึ่งเป็นของคลาสของ 'ligases'มันไม่ได้เป็นฟังก์ชั่นของเอนไซม์ออกซิเจนMonoxygenases รวมอะตอมหนึ่งอะตอมของออกซิเจนและมีบทบาทที่ไม่เหมาะสมในการไฮดรอกซิเลชั่นของสเตียรอยด์Dioxygenases รวมออกซิเจน 2 อะตอมลงในสารตั้งต้นREF: ชีวเคมีภาพประกอบของ Harper ฉบับที่ 27 หน้า 96, 97;การทดสอบของเอนไซม์: การคัดกรองความเร็วสูงการเลือกทางพันธุกรรมและการพิมพ์ลายนิ้วมือแก้ไขโดย Jean-Louis Reymond, 2006, หน้า 85"
95a23ec3-c2d6-40f4-890f-bece76c568cd,"According to recent SC judgment, doctor can be charged for medical negligence under 304-A, only if: AIIMS 12",He is from corporate hospital,Negligence is from inadveent error,Simple negligence,Gross negligence,3,single,Ans. Gross negligence,Forensic Medicine,,ตามคำพิพากษาของ SC เมื่อเร็ว ๆ นี้แพทย์สามารถถูกเรียกเก็บเงินจากความประมาททางการแพทย์ภายใต้ 304-A เฉพาะในกรณีที่: AIIMS 12,เขามาจากโรงพยาบาลองค์กร,ความประมาทเลินเล่อมาจากข้อผิดพลาดที่ไม่ได้ตั้งใจ,ความประมาทเลินเล่ออย่างง่าย,ความประมาทเลินเล่อ,ตอบความประมาทเลินเล่อ
3c3ba303-b196-45de-8ced-6c888c9e0d4e,Which of the following is very difficult to induce antibody -,Polysaccharide,Protein,Antigen,Effector,0,single,"An antigen is any substance that causes an immune system to produce antibodies against it. Antigens are usually peptides, polysaccharides or lipids. In general, molecules other than peptides (saccharides and lipids) qualify as antigens but not as immunogens since they cannot elicit an immune response on their own. Ref: Ananthanarayan & Panikers textbook of microbiology 9th edition pg:88",Microbiology,Immunology,ข้อใดต่อไปนี้ยากมากที่จะชักนำให้เกิดแอนติบอดี -,โพลีแซคคาไรด์,โปรตีน,แอนติเจน,เครื่องทำให้เอฟเฟกต์,แอนติเจนเป็นสารใด ๆ ที่ทำให้ระบบภูมิคุ้มกันผลิตแอนติบอดีกับมันแอนติเจนมักจะเป็นเปปไทด์โพลีแซคคาไรด์หรือไขมันโดยทั่วไปโมเลกุลอื่นที่ไม่ใช่เปปไทด์ (saccharides และ lipids) มีคุณสมบัติเป็นแอนติเจน แต่ไม่เป็นภูมิคุ้มกันเนื่องจากพวกเขาไม่สามารถกระตุ้นการตอบสนองของภูมิคุ้มกันด้วยตนเองRef: Ananthanarayan & Panikers ตำราของจุลชีววิทยาฉบับที่ 9 PG: 88
452b1926-6027-40a1-a934-6d58f2a8caed,Prevalence is a:,Rate,Ratio,Propoion,None of the above,2,multi,"Tools of measurement in epidemics: - Rate = x 1000/ 10000/ 100000 ; a is pa of b - Ratio = a/b ; a is not a pa of b - Propoion = x 100 = % ; a is pa of b Prevalence = No. of all current cases of a disease at a time /Estimated total population at that time X 100 Hence, Prevalence is a propoion (Prevalence is NOT a Ratio): Numerator is a pa of denominator & is always expressed in percentage. Incidence is rate.",Social & Preventive Medicine,Epidemiology,ความชุกคือ:,ประเมิน,อัตราส่วน,โพสต์,ไม่มีข้อใดข้างต้น,"เครื่องมือการวัดในโรคระบาด: - อัตรา = x 1,000/ 10000/100000;A คือ PA ของ B - Ratio = A/B;A ไม่ใช่ PA ของ B - Propoion = x 100 = %;A คือ PA ของความชุก B = จำนวนของผู้ป่วยในปัจจุบันทั้งหมดของโรคในเวลา /ประชากรทั้งหมดโดยประมาณในเวลานั้น x 100 ดังนั้นความชุกคือโพรเพโอ (ความชุกไม่ใช่อัตราส่วน): ตัวเศษเป็น PA ของตัวหารและแสดงเป็นเปอร์เซ็นต์เสมออุบัติการณ์คืออัตรา"
